ID,Source,Section,Line,SourceRole,SourceStatus,OriginalText
SRC-2123,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre,129,video-production-source,Not explicit,- Ausgabe: `D:\work\_venventure\video-production\sardinia-2019\exports\Sardinien-2019-Short-v08-Sanfte-Kuestenatmosphaere.mp4`.
SRC-2124,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre,130,video-production-source,Not explicit,- Bild und Titel wurden unverändert aus v07 übernommen. Die GoPro-Originaltonspur bleibt im Proof aus.
SRC-2125,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre,131,video-production-source,Not explicit,"- Brandung, Vogelrufe, Brise und Grillen wurden gegenüber v07 in Pegel und Spitzen reduziert; Wellen steigen und klingen langsamer aus. Die Naturspur erhält sanfte Kompression, um einzelne laute Stellen einzufangen. Musik bleibt durchgehend hörbar und wird während des Drohnenbildes nur etwa 1,9 dB unter dem übrigen Musikbett abgesenkt."
SRC-2126,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre,132,video-production-source,Not explicit,"- Exportprüfung: H.264 1280 × 720/30 fps, AAC Stereo/48 kHz, 22,2 s; vollständige Decodierung ohne Fehler. EBU R128: −19,9 LUFS integriert; True Peak −4,3 dBFS. Sample-Mittel im Drohnenfenster 2–7 s: −20,3 dBFS."
SRC-2127,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre,133,video-production-source,Not explicit,- Sanfter Naturton: `D:\work\_venventure\video-production\sardinia-2019\work\v08\sardinien-naturton-sanft.wav`. Erzeugung: `D:\work\_venventure\video-production\sardinia-2019\work\v07\synthesize_ambience.py --gentle`. Mischung: `D:\work\_venventure\video-production\sardinia-2019\work\v08\render-v08.ps1`.
SRC-2128,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre,134,video-production-source,Not explicit,"- Status: lokale Hör-Prüffassung. Helmut beurteilt, ob Dynamik und Natürlichkeit jetzt passend sanft sind. Nicht veröffentlicht; kein finaler Master und nicht `PRIVACY_APPROVED`. Offene Bildprüfungen bleiben bestehen; Originale und Resolve-Timeline unverändert."
SRC-2129,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre / Evidenz- und Abnahmeübersicht v08,138,video-production-source,Not explicit,| Prüfaspekt | Nachweis | Status |
SRC-2130,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre / Evidenz- und Abnahmeübersicht v08,140,video-production-source,Not explicit,"| Datei / Format | H.264 1280 × 720/30 fps; AAC Stereo/48 kHz; 22,2 s | lokal verifiziert |"
SRC-2131,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre / Evidenz- und Abnahmeübersicht v08,141,video-production-source,Not explicit,| Decodierung | vollständiger FFmpeg-Decodiertest ohne Fehler | bestanden |
SRC-2132,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre / Evidenz- und Abnahmeübersicht v08,142,video-production-source,Not explicit,"| Sounddesign | sanftere Pegel, langsamere Wellenhüllkurve und Kompression der Naturtonspur; Drohnenfenster −20,3 dBFS mittlerer Sample-Pegel | gerendert; Hörabnahme offen |"
SRC-2133,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre / Evidenz- und Abnahmeübersicht v08,143,video-production-source,Not explicit,"| Musik | durchgehend; im Drohnenfenster ca. 1,9 dB unter übriger Musik | gerendert; Hörabnahme offen |"
SRC-2134,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre / Evidenz- und Abnahmeübersicht v08,144,video-production-source,Not explicit,| GoPro-Originalton | bleibt im Proof aus | Klicks der Kamera sind dort nicht enthalten; finale Tonentscheidung offen |
SRC-2135,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre / Evidenz- und Abnahmeübersicht v08,145,video-production-source,Not explicit,"| Privacy / Veröffentlichung | offene Bildprüfungen unverändert; kein Upload | nicht `PRIVACY_APPROVED`, nicht veröffentlicht |"
SRC-2136,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v08 – sanfte Küstenatmosphäre / Evidenz- und Abnahmeübersicht v08,147,video-production-source,Not explicit,Abnahme: lokaler v08-Prüfexport technisch bestanden; Sanftheit und Natürlichkeit noch durch Helmut abzunehmen.
SRC-2137,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser,151,video-production-source,Not explicit,- Ausgabe: `D:\work\_venventure\video-production\sardinia-2019\exports\Sardinien-2019-Short-v09-Meeresrauschen-deutlich-leiser.mp4`.
SRC-2138,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser,152,video-production-source,Not explicit,"- Bild aus v08 unverändert. Nur die Brandungsebene wurde gegenüber v08 um ungefähr 10 dB reduziert; Wellenhüllkurve bleibt langsam und weich. Musik, Vogelrufe, Grillen und Brise wurden nicht zusätzlich abgesenkt."
SRC-2139,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser,153,video-production-source,Not explicit,- Die GoPro-Originaltonspur bleibt im Prüfmix aus. Musik läuft durch und bleibt unter dem Drohnenbild nur leicht abgesenkt.
SRC-2140,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser,154,video-production-source,Not explicit,"- Exportprüfung: H.264 1280 × 720/30 fps; AAC Stereo/48 kHz; 22,2 s; vollständige Decodierung ohne Fehler. EBU R128: −19,4 LUFS integriert; True Peak −5,2 dBFS. Die generierte reine Naturton-WAV im Drohnenfenster liegt vor Mischung rund 10 dB leiser als die entsprechende v08-WAV."
SRC-2141,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser,155,video-production-source,Not explicit,"- Renderrezept: `D:\work\_venventure\video-production\sardinia-2019\work\v09\render-v09.ps1`; sanfte, nur beim Meer weiter abgesenkte Naturtonspur: `D:\work\_venventure\video-production\sardinia-2019\work\v09\sardinien-naturton-meer-sehr-sanft.wav`."
SRC-2142,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser,156,video-production-source,Not explicit,"- Status: lokale Hör-Prüffassung, nicht veröffentlicht, kein finaler Master, nicht `PRIVACY_APPROVED`. Hörabnahme offen; Bild-Privacy-Punkte bleiben bestehen. Originale und Resolve-Timeline unverändert."
SRC-2143,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser / Evidenz- und Abnahmeübersicht v09,160,video-production-source,Not explicit,| Prüfaspekt | Nachweis | Status |
SRC-2144,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser / Evidenz- und Abnahmeübersicht v09,162,video-production-source,Not explicit,"| Datei / Format | H.264 1280 × 720/30 fps; AAC Stereo/48 kHz; 22,2 s | lokal verifiziert |"
SRC-2145,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser / Evidenz- und Abnahmeübersicht v09,163,video-production-source,Not explicit,| Decodierung | vollständiger FFmpeg-Decodiertest ohne Fehler | bestanden |
SRC-2146,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser / Evidenz- und Abnahmeübersicht v09,164,video-production-source,Not explicit,| Brandung | eigener Meer-Bus gegenüber v08 um rund 10 dB reduziert; übrige Ambience unverändert | gerendert; Hörabnahme offen |
SRC-2147,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser / Evidenz- und Abnahmeübersicht v09,165,video-production-source,Not explicit,"| Gesamtpegel | −19,4 LUFS / −5,2 dBTP | lokal gemessen |"
SRC-2148,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser / Evidenz- und Abnahmeübersicht v09,166,video-production-source,Not explicit,"| Privacy / Veröffentlichung | bekannte Bildprüfungen offen; kein Upload | nicht `PRIVACY_APPROVED`, nicht veröffentlicht |"
SRC-2149,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Rohschnitt v09 – Meeresrauschen deutlich leiser / Evidenz- und Abnahmeübersicht v09,168,video-production-source,Not explicit,Abnahme: lokaler v09-Prüfexport technisch bestanden; Angemessenheit des leiseren Meeresrauschens durch Helmut abzunehmen.
SRC-2150,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung,172,video-production-source,Not explicit,- Ausgabe: `D:\work\_venventure\video-production\sardinia-2019\exports\Sardinien-2019-Short-v10-Rundreise-YouTube-Promo.mp4`; Kontaktbogen: `D:\work\_venventure\video-production\sardinia-2019\exports\review-v10-contact.jpg`.
SRC-2151,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung,173,video-production-source,Not explicit,"- Quelle für Filmfakten: [Sardinia round trip in 2019 – VanVenture auf YouTube](https://www.youtube.com/watch?v=1tdn5NKrl4M). Die Videobeschreibung nennt die Rundreise ab Nordwesten um Sardinien, VW California Beach, Hund und Mountainbike sowie Torre del Porticciolo, Argentiera, La Pelosa, Is Arutas, Giara di Gesturi, Costa Rei, Cala Gonone, Cala Luna, Cala Fuili und Agriturismo Casteddu. Eingeblendet werden allgemeine Küsten-/Rundreiseaussagen, La Pelosa, Is Arutas und Costa Rei, Mountainbike und der Hinweis auf den ganzen Film. Sabine, Helmut und Juli sind aufgrund von Helmuts Bestätigung bezeichnet; Adrian ist für Material von 2019 nicht relevant."
SRC-2152,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung,174,video-production-source,Not explicit,"- Sechs kurze, wechselnde Texteinblendungen ersetzen einen bloßen Titel: Rundreise-Hook, Küstenmotiv, ausgewählte Filmstationen, Mountainbike, „Sabine – Helmut – Juli“ und YouTube-CTA. Die Schrift sitzt in einem dezenten dunklen Lesefeld."
SRC-2153,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung,175,video-production-source,Not explicit,"- Ausgangsbild ist der stabilisierte v03-Schnitt ohne alte Titelgrafik. GoPro-Originalton ist nicht gemappt; die hörbare Mischung besteht aus dem leisen Projektmusikbett sowie der generierten szenenabhängigen Naturtonspur. Ausschließlich deren Brandungsanteile sind gegenüber v09 um weitere rund 2 dB reduziert; Vogelrufe, Brise, Grillen und Musik bleiben unverändert."
SRC-2154,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung,176,video-production-source,Not explicit,"- Exportprüfung: H.264 1280 × 720/30 fps, AAC Stereo/48 kHz, 22,2 s; vollständiger Decode ohne Fehler. EBU R128 Messung: −19,0 LUFS integriert, −5,0 dBTP True Peak. Kontaktbogen frameweise im 1-fps-Raster visuell auf Textdarstellung geprüft."
SRC-2155,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung,177,video-production-source,Not explicit,- Rezept: `D:\work\_venventure\video-production\sardinia-2019\work\v10\render-v10.ps1`; Naturton-Generator: `D:\work\_venventure\video-production\sardinia-2019\work\v07\synthesize_ambience.py --coast-one-step-softer`.
SRC-2156,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung,178,video-production-source,Not explicit,"- Nur lokale Prüffassung. Sicht- und Hörabnahme durch Helmut offen; Kennzeichenprüfung im fünften Shot bei Quellauflösung und vollständige DJI-Sichtung stehen weiter aus. Nicht `PRIVACY_APPROVED`, kein finaler Master, nicht veröffentlicht. Resolve-Projekt, Timeline und Originalmedien unverändert."
SRC-2157,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung / Evidenz- und Abnahmeübersicht v10,182,video-production-source,Not explicit,| Prüfaspekt | Nachweis | Status |
SRC-2158,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung / Evidenz- und Abnahmeübersicht v10,184,video-production-source,Not explicit,"| Datei / Format | H.264 1280 × 720/30 fps; AAC Stereo/48 kHz; 22,2 s | lokal verifiziert |"
SRC-2159,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung / Evidenz- und Abnahmeübersicht v10,185,video-production-source,Not explicit,| Decodierung | vollständiger FFmpeg-Decodiertest ohne Fehler | bestanden |
SRC-2160,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung / Evidenz- und Abnahmeübersicht v10,186,video-production-source,Not explicit,| Werbetext | Film-Metadaten/Beschreibung gegengeprüft; sechs Karten im 1-fps-Kontaktbogen kontrolliert | Quellenbezug und Darstellung lokal geprüft; redaktionelle Abnahme offen |
SRC-2161,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung / Evidenz- und Abnahmeübersicht v10,187,video-production-source,Not explicit,"| Ton | Original-GoPro-Spur ausgelassen; zusätzliche Brandungsreduktion um ca. 2 dB vs. v09; −19,0 LUFS / −5,0 dBTP | technisch gerendert; Hörabnahme offen |"
SRC-2162,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung / Evidenz- und Abnahmeübersicht v10,188,video-production-source,Not explicit,"| Privacy / Veröffentlichung | bekannte Bildprüfungen offen; kein Upload | nicht `PRIVACY_APPROVED`, nicht veröffentlicht |"
SRC-2163,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Werbe-Prüfschnitt v10 – YouTube-Inhalt und leichtere Brandung / Evidenz- und Abnahmeübersicht v10,190,video-production-source,Not explicit,Abnahme: v10 lokal technisch geprüft. Nächster Schritt ist Helmuts Bild-/Textrückmeldung und Hörabnahme; vor einer öffentlichen Fassung bleiben die dokumentierten Privacy-Prüfungen zwingend offen.
SRC-2164,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Werbe-Prüfschnitt v11,194,video-production-source,Not explicit,- Ausgabe: `D:\work\_venventure\video-production\sardinia-2019\exports\Sardinien-2019-YouTube-Short-v11-Hochkant.mp4`; Kontaktbogen: `D:\work\_venventure\video-production\sardinia-2019\exports\review-v11-contact.jpg`.
SRC-2165,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Werbe-Prüfschnitt v11,195,video-production-source,Not explicit,"- v11 übernimmt die sechs geprüften Textkarten und die Mischung aus v10; nur das Bildlayout wurde in echtes 9:16-Hochkant (1080 × 1920) gebracht. Das komplette Querformatbild bleibt im Zentrum erhalten, statt Personen oder Fahrräder durch einen aggressiven Crop abzuschneiden. Eine leicht abgedunkelte, weichgezeichnete Szenenfläche füllt darüber und darunter den Hochkantrahmen."
SRC-2166,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Werbe-Prüfschnitt v11,196,video-production-source,Not explicit,"- Tonmessung wie v10: −19,0 LUFS integriert, −5,0 dBTP True Peak; GoPro-Originalton ausgelassen, Naturton und Musik gemischt. Gesamte Datei vollständig decodiert."
SRC-2167,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Werbe-Prüfschnitt v11,197,video-production-source,Not explicit,"- Lokal geprüfte Vorschau, nicht final und nicht veröffentlicht. Nutzerabnahme offen; Privacy-Kontrollen des fünften Shots und vollständige DJI-Sichtung weiterhin nötig, daher nicht `PRIVACY_APPROVED`."
SRC-2168,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Werbe-Prüfschnitt v11 / Evidenz- und Abnahmeübersicht v11,201,video-production-source,Not explicit,| Prüfaspekt | Nachweis | Status |
SRC-2169,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Werbe-Prüfschnitt v11 / Evidenz- und Abnahmeübersicht v11,203,video-production-source,Not explicit,"| Short-Format | H.264 1080 × 1920, 30 fps, 9:16; AAC Stereo/48 kHz; 22,2 s | lokal verifiziert |"
SRC-2170,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Werbe-Prüfschnitt v11 / Evidenz- und Abnahmeübersicht v11,204,video-production-source,Not explicit,| Bildaufbau | Querformatbild vollständig sichtbar; unscharfe Szenenfortsetzung füllt Hochkantcanvas; Kontaktbogen im 1-fps-Raster geprüft | technisch gerendert; subjektive Bildabnahme offen |
SRC-2171,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Werbe-Prüfschnitt v11 / Evidenz- und Abnahmeübersicht v11,205,video-production-source,Not explicit,"| Ton | gleiche Mischung wie v10; −19,0 LUFS / −5,0 dBTP; vollständiger Decode | lokal verifiziert; Hörabnahme offen |"
SRC-2172,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Werbe-Prüfschnitt v11 / Evidenz- und Abnahmeübersicht v11,206,video-production-source,Not explicit,"| Privacy / Veröffentlichung | offene Bildkontrollen beibehalten; kein Upload | nicht `PRIVACY_APPROVED`, nicht veröffentlicht |"
SRC-2173,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Werbe-Prüfschnitt v11 / Evidenz- und Abnahmeübersicht v11,208,video-production-source,Done/Existing (source wording; verify),Abnahme: v11 technisch geprüft. Nächster Schritt ist Helmuts kurze Bild-/Text- und Hörabnahme; vor einer Veröffentlichung müssen die offenen Privacy-Kontrollen abgeschlossen sein.
SRC-2174,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive,212,video-production-source,Not explicit,- Ausgabe: `D:\work\_venventure\video-production\sardinia-2019\exports\Sardinien-2019-YouTube-Short-v12-bildfuellend.mp4`; 1-fps-Kontaktbogen: `D:\work\_venventure\video-production\sardinia-2019\exports\review-v12-contact.jpg`.
SRC-2175,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive,213,video-production-source,Not explicit,"- Die 16:9-Bildspur des stabilisierten v03-Schnitts wird je Shot als echter Hochkantausschnitt geführt. Die Küstenbilder füllen den Rahmen; bei Sabine, den Waldwegen und Helmut mit Juli folgen die Ausschnitte den Motiven. Das behebt die zu kleine Bildfläche und den dominanten unscharfen Hintergrund von v11."
SRC-2176,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive,214,video-production-source,Not explicit,"- Sechs große, zweizeilige Karten erzählen eine kurze Vorschau: Sardinien-Rundreise 2019, Inselumrundung ab Nordwesten, Sabine mit Mountainbike, Küste und Wege, Helmut mit Hund Juli, ganzer Film auf YouTube bei @VanVenture. Rundreise/Start/Mountainbike stammen aus der Beschreibung von [Sardinia round trip in 2019](https://www.youtube.com/watch?v=1tdn5NKrl4M); Namen und Hundzuordnung von Helmut. Die abstrakte Ortsnamenliste aus v11 entfällt."
SRC-2177,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive,215,video-production-source,Not explicit,"- Die Audiofassung aus v10/v11 ist unverändert: Projektmusik und generiertes leises Natur-Sounddesign; GoPro-Originalton nicht enthalten. Brandung etwa 2 dB unter v09. Tonmessung −19,0 LUFS / −5,0 dBTP."
SRC-2178,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive,216,video-production-source,Not explicit,"- Technische Prüfung: H.264 720 × 1280/30 fps, quadratische Pixel (SAR 1:1), DAR exakt 9:16; AAC Stereo/48 kHz; 22,2 s; vollständige Decodierung ohne Fehler. Kontaktbogen 1 Bild/Sekunde visuell auf Bildausschnitt, Personen/Hund und Textränder geprüft."
SRC-2179,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive,217,video-production-source,Not explicit,- Reproduktion: `D:\work\_venventure\video-production\sardinia-2019\work\v12\render-v12.ps1`. Der Prüfexport ist aus dem stabilisierten 720p-Bild abgeleitet; ein höher aufgelöster finaler Master würde neue Aufbereitung aus Kameraoriginalen benötigen.
SRC-2180,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive,218,video-production-source,Open/Blocked (source wording),"- Status: lokale Prüffassung, noch nicht redaktionell oder auditiv durch Helmut abgenommen, kein Upload. Kennzeichenkontrolle im fünften Shot bei Quellauflösung und vollständige DJI-Sichtung bleiben offen; daher nicht `PRIVACY_APPROVED`. Originale und Resolve-Projekt/Timeline unverändert."
SRC-2181,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive / Evidenz- und Abnahmeübersicht v12,222,video-production-source,Not explicit,| Prüfaspekt | Nachweis | Status |
SRC-2182,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive / Evidenz- und Abnahmeübersicht v12,224,video-production-source,Not explicit,"| Short-Format | 720 × 1280/30 fps, SAR 1:1, DAR 9:16, 22,2 s; AAC Stereo/48 kHz | lokal verifiziert |"
SRC-2183,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive / Evidenz- und Abnahmeübersicht v12,225,video-production-source,Not explicit,| Decodierung | vollständiger FFmpeg-Decodiertest ohne Fehler | bestanden |
SRC-2184,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive / Evidenz- und Abnahmeübersicht v12,226,video-production-source,Not explicit,"| Bild und Text | Motivgeführter Ausschnitt, sechs zweizeilige Karten; 1-fps-Kontaktbogen geprüft | lokal visuell geprüft; subjektive Bewegungsabnahme offen |"
SRC-2185,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive / Evidenz- und Abnahmeübersicht v12,227,video-production-source,Not explicit,"| Ton | v10-Mischung übernommen; −19,0 LUFS / −5,0 dBTP; ohne GoPro-Originalton | technisch verifiziert; Hörabnahme offen |"
SRC-2186,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive / Evidenz- und Abnahmeübersicht v12,228,video-production-source,Not explicit,"| Privacy / Veröffentlichung | offene Kennzeichen- und DJI-Kontrollen; kein Upload | nicht `PRIVACY_APPROVED`, nicht veröffentlicht |"
SRC-2187,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v12 – bildfüllende Motive / Evidenz- und Abnahmeübersicht v12,230,video-production-source,Not explicit,Abnahme: lokaler v12-Prüfexport technisch bestanden. Vor einem finalen Master sind Helmuts Sicht-/Hörabnahme und die dokumentierten Privacy-Kontrollen nötig.
SRC-2188,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v13 – weicher Ausklang und Küstenfarben,234,video-production-source,Not explicit,- Ausgabe: `D:\work\_venventure\video-production\sardinia-2019\exports\Sardinien-2019-YouTube-Short-v13-weich-und-meerfarben.mp4`; Rezept: `D:\work\_venventure\video-production\sardinia-2019\work\v13\render-v13.ps1`.
SRC-2189,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v13 – weicher Ausklang und Küstenfarben,235,video-production-source,Not explicit,"- Gegenüber v12: 1,0 s Bildausblendung und 1,4 s Tonausblendung am Schluss; nur der generierte Brandungsanteil um weitere ca. 6 dB gegenüber v10 reduziert, Musik und übrige Naturgeräusche beibehalten. GoPro-Originalton weiterhin nicht enthalten."
SRC-2190,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v13 – weicher Ausklang und Küstenfarben,236,video-production-source,Not explicit,"- Der Weg-Shot 10,9–13,8 s ist nach rechts geführt, sodass der Radfahrer schon zu Beginn sichtbar bleibt. Der folgende Ausschnitt führt Fahrer und Hund per sanfter Ausschnittbewegung mit; die Perspektivwechsel bei 13,8 und 15,8 s nutzen je eine 0,3-s-Überblendung. Beim DJI-Shot 2,2–8,0 s wurden Kontrast und Belichtung sowie die vorhandenen Cyan-/Blautöne szenenspezifisch angehoben; das bedeckte Originallicht wurde nicht in künstlichen Sonnenschein umgefärbt."
SRC-2191,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v13 – weicher Ausklang und Küstenfarben,237,video-production-source,Open/Blocked (source wording),"- Prüfung am lokalen v13-Export: H.264 720 × 1280/30 fps, AAC Stereo/48 kHz, 22,2 s; vollständiger Decode fehlerfrei; −18,9 LUFS integriert / −4,5 dBTP. Bildproben der Drohne, der Fahrradsequenz (2 fps) und des Schlusses geprüft. Kreative Sicht-/Hörabnahme durch Helmut bleibt offen."
SRC-2192,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v13 – weicher Ausklang und Küstenfarben,238,video-production-source,Done/Existing (source wording; verify),"- Nur lokale Prüffassung. Die Kennzeichenkontrolle des fünften Shots in Quellauflösung und die vollständige DJI-Sichtung sind weiterhin nicht abgeschlossen. Daher nicht `PRIVACY_APPROVED`, kein finaler Master, kein Upload. Originale und bestehende Resolve-Timeline unverändert."
SRC-2193,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v13 – weicher Ausklang und Küstenfarben / Evidenz- und Abnahmeübersicht v13,242,video-production-source,Not explicit,| Prüfaspekt | Nachweis | Status |
SRC-2194,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v13 – weicher Ausklang und Küstenfarben / Evidenz- und Abnahmeübersicht v13,244,video-production-source,Not explicit,"| Format / Decode | 720 × 1280/30 fps, AAC Stereo/48 kHz, 22,2 s; vollständiger FFmpeg-Decode | lokal bestanden |"
SRC-2195,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v13 – weicher Ausklang und Küstenfarben / Evidenz- und Abnahmeübersicht v13,245,video-production-source,Not explicit,"| Bild / Übergang | Drohnenframe, 2-fps-Fahrrad-Kontaktbogen und Schluss-Kontaktbogen geprüft | lokal geprüft; Helmuts Bewegungs-/Farbabnahme offen |"
