AtomicID,SourceID,Source,Line,Clause,OriginalFullTextRef,PlanningMapping,PlanningCoverage,ImplementationStatus,ImplementationNote,AtomicityReview,ReviewClassification,RequirementID,SuccessorIDs,RequirementText,ConcreteTarget,SemanticResult,ReviewReason,OpenQuestion,ReviewedSourceSHA256,ReviewPackage,BlockCoverageCheck
SRC-1015.a,SRC-1015,docs/vanventure-cockpit-mvp.md,68,"- Die Produktionsprüfung nach dem Release ist erfolgreich: Web und Datenbank sind gesund, `/healthz` und `/cockpit` liefern HTTP 200. Die Cockpit-Routen bleiben mit `noindex, nofollow` und `no-store` privat.",traceability-matrix.csv#SRC-1015,"ST-INS-01,ST-AUTH-01",Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original candidate preserves the exact source block; independently worded sentence/semicolon successors separate the source obligations. Semantic target/AC completeness remains under preflight.,Compound original candidate / decomposed into successors,SRC-1015.a,"SRC-1015.a1,SRC-1015.a2","- Die Produktionsprüfung nach dem Release ist erfolgreich: Web und Datenbank sind gesund, `/healthz` und `/cockpit` liefern HTTP 200. Die Cockpit-Routen bleiben mit `noindex, nofollow` und `no-store` privat.","ST-INS-01#Acceptance-Criteria,ST-AUTH-01#Acceptance-Criteria","Full original wording retained in parent; successor text contains only exact source clauses, with no added requirements.",Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1016.a,SRC-1016,docs/vanventure-cockpit-mvp.md,74,"- Parallele YouTube-Abgleiche sind durch eine Datenbanksperre pro Kanal ausgeschlossen. Ein zweiter Start liefert einen nachvollziehbaren Konflikt, statt dieselben Daten parallel zu schreiben.",traceability-matrix.csv#SRC-1016,ST-INS-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original candidate preserves the exact source block; independently worded sentence/semicolon successors separate the source obligations. Semantic target/AC completeness remains under preflight.,Compound original candidate / decomposed into successors,SRC-1016.a,"SRC-1016.a1,SRC-1016.a2","- Parallele YouTube-Abgleiche sind durch eine Datenbanksperre pro Kanal ausgeschlossen. Ein zweiter Start liefert einen nachvollziehbaren Konflikt, statt dieselben Daten parallel zu schreiben.",ST-INS-01#Acceptance-Criteria,"Full original wording retained in parent; successor text contains only exact source clauses, with no added requirements.",Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1017.a,SRC-1017,docs/vanventure-cockpit-mvp.md,77,- Das Cockpit signalisiert einen fehlgeschlagenen letzten Lauf oder einen überfälligen Datenstand direkt in der privaten Übersicht.,traceability-matrix.csv#SRC-1017,ST-INS-01,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1017.a,,- Das Cockpit signalisiert einen fehlgeschlagenen letzten Lauf oder einen überfälligen Datenstand direkt in der privaten Übersicht.,ST-INS-01#Acceptance-Criteria,Source reread; requirement expressed as a testable target acceptance criterion and linked verification task. Implementation remains unverified.,The private overview separately shows a failed last sync and overdue data; verify both states against current evidence. Linked verification task: TASK-COVR1-028-10 (task row shares SourceID).,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Current original source reread and inventory text matched; Candidate → Story AC → Task trace checked.
SRC-1019.a,SRC-1019,docs/vanventure-cockpit-mvp.md,83,"- Ein externer Benachrichtigungskanal wird erst eingerichtet, wenn der gewünschte Empfänger und Kanal bewusst festgelegt sind.",traceability-matrix.csv#SRC-1019,ST-BRD-03,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1019.a,,"- Ein externer Benachrichtigungskanal wird erst eingerichtet, wenn der gewünschte Empfänger und Kanal bewusst festgelegt sind.",ST-BRD-03#Acceptance-Criteria,Covered by the existing SRC-1205/SRC-1648 decision and ST-BRD-03 acceptance: internal Inbox remains required; external delivery waits for separate activation approval.,Existing user decision/Story AC is more restrictive than the original condition; no new decision created.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1021.a,SRC-1021,docs/vanventure-cockpit-mvp.md,99,"Das Cockpit ist eine private Erweiterung der bestehenden Redaktion unter `https://vanventure.at/cockpit`. Es verwendet deren bestehende Konten, Passwortschutz, Sitzungen, CSRF-Schutz und PostgreSQL-Datenbank. Die öffentliche Website und ihre statischen Seiten erhalten weder Cockpit-Daten noch Zugang zu Google oder YouTube.",traceability-matrix.csv#SRC-1021,"ST-INS-01,ST-AUTH-01",Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original candidate preserves the exact source block; independently worded sentence/semicolon successors separate the source obligations. Semantic target/AC completeness remains under preflight.,Compound original candidate / decomposed into successors,SRC-1021.a,"SRC-1021.a1,SRC-1021.a2,SRC-1021.a3","Das Cockpit ist eine private Erweiterung der bestehenden Redaktion unter `https://vanventure.at/cockpit`. Es verwendet deren bestehende Konten, Passwortschutz, Sitzungen, CSRF-Schutz und PostgreSQL-Datenbank. Die öffentliche Website und ihre statischen Seiten erhalten weder Cockpit-Daten noch Zugang zu Google oder YouTube.","ST-INS-01#Acceptance-Criteria,ST-AUTH-01#Acceptance-Criteria","Full original wording retained in parent; successor text contains only exact source clauses, with no added requirements.",Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1023.a,SRC-1023,docs/vanventure-cockpit-mvp.md,107,1. Einen gemeinsamen Google-Login für Redaktion und Cockpit: eine Anmeldung auf `vanventure.at` genügt für beide privaten Bereiche.,traceability-matrix.csv#SRC-1023,ST-AUTH-01,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1023.a,,1. Einen gemeinsamen Google-Login für Redaktion und Cockpit: eine Anmeldung auf `vanventure.at` genügt für beide privaten Bereiche.,ST-AUTH-01#Acceptance-Criteria,Source reread; requirement expressed as a testable target acceptance criterion and linked verification task. Implementation remains unverified.,A single Google sign-in on vanventure.at provides the shared session for both private Redaktion and Cockpit. Linked verification task: TASK-0057 (task row shares SourceID).,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Current original source reread and inventory text matched; Candidate → Story AC → Task trace checked.
SRC-1024.a,SRC-1024,docs/vanventure-cockpit-mvp.md,109,2. Zugang nur für die vorhandenen Rollen `admin` und `editor`.,traceability-matrix.csv#SRC-1024,ST-AUTH-01,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1024.a,,2. Zugang nur für die vorhandenen Rollen `admin` und `editor`.,ST-AUTH-01#Acceptance-Criteria,Source reread; requirement expressed as a testable target acceptance criterion and linked verification task. Implementation remains unverified.,Access is allowed only to the existing admin and editor roles; verify both permitted and other-role denial cases. Linked verification task: TASK-0057 (task row shares SourceID).,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Current original source reread and inventory text matched; Candidate → Story AC → Task trace checked.
SRC-1025.a,SRC-1025,docs/vanventure-cockpit-mvp.md,110,"3. Eine getrennte, ausschließlich von Administratoren verwaltete YouTube-OAuth- Verbindung.",traceability-matrix.csv#SRC-1025,ST-INS-03,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1025.a,,"3. Eine getrennte, ausschließlich von Administratoren verwaltete YouTube-OAuth- Verbindung.",ST-INS-03#Acceptance-Criteria,Source reread; requirement expressed as a testable target acceptance criterion and linked verification task. Implementation remains unverified.,The YouTube OAuth connection is separate from the website Google login and is managed only by an administrator. Linked verification task: TASK-COVR1-028-04 (task row shares SourceID).,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Current original source reread and inventory text matched; Candidate → Story AC → Task trace checked.
SRC-1026.a,SRC-1026,docs/vanventure-cockpit-mvp.md,112,4. Einen sicheren täglichen Datenabgleich für einen Kanal.,traceability-matrix.csv#SRC-1026,ST-INS-01,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1026.a,,4. Einen sicheren täglichen Datenabgleich für einen Kanal.,ST-INS-01#Acceptance-Criteria,Source reread; requirement expressed as a testable target acceptance criterion and linked verification task. Implementation remains unverified.,Verify secure daily synchronization for one channel against the current baseline; do not infer implementation from the plan. Linked verification task: TASK-COVR1-028-06 (task row shares SourceID).,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Current original source reread and inventory text matched; Candidate → Story AC → Task trace checked.
SRC-1027.a,SRC-1027,docs/vanventure-cockpit-mvp.md,113,5. Ein Dashboard und eine Videoansicht mit Kanal- und Videokennzahlen.,traceability-matrix.csv#SRC-1027,ST-INS-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Two independently checkable clauses separated into source-derived successors; full parent wording retained.,Compound original candidate / decomposed into successors,SRC-1027.a,"SRC-1027.a1,SRC-1027.a2",5. Ein Dashboard und eine Videoansicht mit Kanal- und Videokennzahlen.,ST-INS-01#Acceptance-Criteria,Original text remains intact in parent; successors retain the two distinct source checks.,Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1028.a,SRC-1028,docs/vanventure-cockpit-mvp.md,114,"6. Vergleichswerte nach Tag 1, 7 und 28; Tag 90 und 365 werden von derselben Datenbasis automatisch ergänzt, sobald die Videos alt genug sind.",traceability-matrix.csv#SRC-1028,"ST-INS-01,ST-INS-04",Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original candidate preserves the exact source block; independently worded sentence/semicolon successors separate the source obligations. Semantic target/AC completeness remains under preflight.,Compound original candidate / decomposed into successors,SRC-1028.a,"SRC-1028.a1,SRC-1028.a2","6. Vergleichswerte nach Tag 1, 7 und 28; Tag 90 und 365 werden von derselben Datenbasis automatisch ergänzt, sobald die Videos alt genug sind.","ST-INS-01#Acceptance-Criteria,ST-INS-04#Acceptance-Criteria","Full original wording retained in parent; successor text contains only exact source clauses, with no added requirements.",Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1029.a,SRC-1029,docs/vanventure-cockpit-mvp.md,116,7. Einen Jahresplan mit zwölf Longform-Video-Slots.,traceability-matrix.csv#SRC-1029,ST-INS-08,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1029.a,,7. Einen Jahresplan mit zwölf Longform-Video-Slots.,ST-INS-08#Acceptance-Criteria,Source reread; requirement expressed as a testable target acceptance criterion and linked verification task. Implementation remains unverified.,The annual Planner view contains exactly twelve Longform video slots. Linked verification task: TASK-COVR1-029-01 (task row shares SourceID).,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Current original source reread and inventory text matched; Candidate → Story AC → Task trace checked.
SRC-1030.a,SRC-1030,docs/vanventure-cockpit-mvp.md,117,"8. Einen redaktionell gepflegten Master Context für Van/Hymer, Reisen, Outdoor, MTB, Kajak, Hund und Mission Paris.",traceability-matrix.csv#SRC-1030,ST-INS-09,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1030.a,,"8. Einen redaktionell gepflegten Master Context für Van/Hymer, Reisen, Outdoor, MTB, Kajak, Hund und Mission Paris.",ST-INS-09#Acceptance-Criteria,Source reread; requirement expressed as a testable target acceptance criterion and linked verification task. Implementation remains unverified.,"Master Context is editorially maintained for Van/Hymer, travel, outdoor, MTB, kayak, dog and Mission Paris. Linked verification task: TASK-COVR1-029-02 (task row shares SourceID).",,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Current original source reread and inventory text matched; Candidate → Story AC → Task trace checked.
SRC-1032.a,SRC-1032,docs/vanventure-cockpit-mvp.md,154,Die privaten Bereiche `https://vanventure.at/redaktion` und `https://vanventure.at/cockpit` erhalten denselben Einstieg „Mit Google anmelden“. Der Server stellt nach dem Google-Login eine einzige VanVenture- Sitzung aus. Das sichere Cookie gilt mit `Path=/` für beide Bereiche und ihre APIs; der Wechsel zwischen Redaktion und Cockpit benötigt keine zweite Anmeldung. Ein zentraler Einstieg `/anmelden` führt nach erfolgreichem Login sicher zur gewünschten Zielseite zurück.,traceability-matrix.csv#SRC-1032,ST-AUTH-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original candidate preserves the exact source block; independently worded sentence/semicolon successors separate the source obligations. Semantic target/AC completeness remains under preflight.,Compound original candidate / decomposed into successors,SRC-1032.a,"SRC-1032.a1,SRC-1032.a2,SRC-1032.a3,SRC-1032.a4",Die privaten Bereiche `https://vanventure.at/redaktion` und `https://vanventure.at/cockpit` erhalten denselben Einstieg „Mit Google anmelden“. Der Server stellt nach dem Google-Login eine einzige VanVenture- Sitzung aus. Das sichere Cookie gilt mit `Path=/` für beide Bereiche und ihre APIs; der Wechsel zwischen Redaktion und Cockpit benötigt keine zweite Anmeldung. Ein zentraler Einstieg `/anmelden` führt nach erfolgreichem Login sicher zur gewünschten Zielseite zurück.,ST-AUTH-01#Acceptance-Criteria,"Full original wording retained in parent; successor text contains only exact source clauses, with no added requirements.",Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1033.a,SRC-1033,docs/vanventure-cockpit-mvp.md,162,"Google bestätigt dabei nur die Identität. Zugriff erhält ausschließlich ein in der VanVenture-Benutzerverwaltung freigeschaltetes, verifiziertes Google-Konto. Die Zuordnung basiert auf der stabilen Google-Kennung `sub`; Rollen (`admin`, `editor`), Sperrungen und die Regel „mindestens ein aktiver Admin“ bleiben in VanVenture. Bestehende Passwortkonten werden vor dem Umschalten dem jeweiligen Google-Konto zugeordnet und zunächst als kontrollierter Notfallzugang erhalten.",traceability-matrix.csv#SRC-1033,ST-AUTH-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original candidate preserves the exact source block; independently worded sentence/semicolon successors separate the source obligations. Semantic target/AC completeness remains under preflight.,Compound original candidate / decomposed into successors,SRC-1033.a,"SRC-1033.a1,SRC-1033.a2,SRC-1033.a3,SRC-1033.a4,SRC-1033.a5","Google bestätigt dabei nur die Identität. Zugriff erhält ausschließlich ein in der VanVenture-Benutzerverwaltung freigeschaltetes, verifiziertes Google-Konto. Die Zuordnung basiert auf der stabilen Google-Kennung `sub`; Rollen (`admin`, `editor`), Sperrungen und die Regel „mindestens ein aktiver Admin“ bleiben in VanVenture. Bestehende Passwortkonten werden vor dem Umschalten dem jeweiligen Google-Konto zugeordnet und zunächst als kontrollierter Notfallzugang erhalten.",ST-AUTH-01#Acceptance-Criteria,"Full original wording retained in parent; successor text contains only exact source clauses, with no added requirements.",Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1034.a,SRC-1034,docs/vanventure-cockpit-mvp.md,169,"Für den Login wird ein eigener Google-OAuth-Webclient mit den minimalen OpenID- Scopes `openid`, `email` und optional `profile` verwendet. Der bestehende YouTube-Client und sein Callback `/api/cockpit/youtube/callback` bleiben strikt getrennt: Nur ein Administrator kann dort den Kanal ausdrücklich mit den Leserechten `youtube.readonly` und `yt-analytics.readonly` verbinden. Eine Google-Anmeldung für Redaktion oder Cockpit verleiht daher nie YouTube-Zugriff.",traceability-matrix.csv#SRC-1034,"ST-AUTH-01,ST-INS-01",Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original candidate preserves the exact source block; independently worded sentence/semicolon successors separate the source obligations. Semantic target/AC completeness remains under preflight.,Compound original candidate / decomposed into successors,SRC-1034.a,"SRC-1034.a1,SRC-1034.a2,SRC-1034.a3","Für den Login wird ein eigener Google-OAuth-Webclient mit den minimalen OpenID- Scopes `openid`, `email` und optional `profile` verwendet. Der bestehende YouTube-Client und sein Callback `/api/cockpit/youtube/callback` bleiben strikt getrennt: Nur ein Administrator kann dort den Kanal ausdrücklich mit den Leserechten `youtube.readonly` und `yt-analytics.readonly` verbinden. Eine Google-Anmeldung für Redaktion oder Cockpit verleiht daher nie YouTube-Zugriff.","ST-AUTH-01#Acceptance-Criteria,ST-INS-01#Acceptance-Criteria","Full original wording retained in parent; successor text contains only exact source clauses, with no added requirements.",Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1035.a,SRC-1035,docs/vanventure-cockpit-mvp.md,176,"Der Login benötigt kein Rechnungskonto, keine kostenpflichtige API und keinen kostenpflichtigen Google-Cloud-Dienst. Erfordert wird nur ein zusätzlicher OAuth-Webclient, beispielsweise „VanVenture Anmeldung“, mit dem Callback `https://vanventure.at/api/auth/google/callback`. Kostenpflichtige Dienste und Abrechnung bleiben deaktiviert; die bestehenden kostenlosen YouTube-API- Kontingente bleiben unberührt.",traceability-matrix.csv#SRC-1035,"ST-AUTH-01,ST-OPS-01",Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original candidate preserves the exact source block; independently worded sentence/semicolon successors separate the source obligations. Semantic target/AC completeness remains under preflight.,Compound original candidate / decomposed into successors,SRC-1035.a,"SRC-1035.a1,SRC-1035.a2,SRC-1035.a3","Der Login benötigt kein Rechnungskonto, keine kostenpflichtige API und keinen kostenpflichtigen Google-Cloud-Dienst. Erfordert wird nur ein zusätzlicher OAuth-Webclient, beispielsweise „VanVenture Anmeldung“, mit dem Callback `https://vanventure.at/api/auth/google/callback`. Kostenpflichtige Dienste und Abrechnung bleiben deaktiviert; die bestehenden kostenlosen YouTube-API- Kontingente bleiben unberührt.","ST-AUTH-01#Acceptance-Criteria,ST-OPS-01#Acceptance-Criteria","Full original wording retained in parent; successor text contains only exact source clauses, with no added requirements.",Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1036.a,SRC-1036,docs/vanventure-cockpit-mvp.md,185,"- Die Cockpit-Routen bleiben vollständig privat und erhalten `noindex`, `no-store` und dieselben HTTPS-/Cookie-Regeln wie die Redaktion.",traceability-matrix.csv#SRC-1036,ST-AUTH-01,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1036.a,,"- Die Cockpit-Routen bleiben vollständig privat und erhalten `noindex`, `no-store` und dieselben HTTPS-/Cookie-Regeln wie die Redaktion.",ST-AUTH-01#Acceptance-Criteria,Source reread; requirement expressed as a testable target acceptance criterion and linked verification task. Implementation remains unverified.,"Cockpit routes stay private and use noindex, no-store and the same HTTPS and cookie rules as Redaktion. Linked verification task: TASK-0001 (task row shares SourceID).",,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Current original source reread and inventory text matched; Candidate → Story AC → Task trace checked.
SRC-1037.a,SRC-1037,docs/vanventure-cockpit-mvp.md,187,"- Der Google-Login nutzt Authorization Code Flow mit PKCE, `state` und `nonce`. Akzeptiert werden ausschließlich die HTTPS-Produktionsdomain und exakt registrierte Callback-Adressen.",traceability-matrix.csv#SRC-1037,ST-AUTH-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original candidate preserves the exact source block; independently worded sentence/semicolon successors separate the source obligations. Semantic target/AC completeness remains under preflight.,Compound original candidate / decomposed into successors,SRC-1037.a,"SRC-1037.a1,SRC-1037.a2","- Der Google-Login nutzt Authorization Code Flow mit PKCE, `state` und `nonce`. Akzeptiert werden ausschließlich die HTTPS-Produktionsdomain und exakt registrierte Callback-Adressen.",ST-AUTH-01#Acceptance-Criteria,"Full original wording retained in parent; successor text contains only exact source clauses, with no added requirements.",Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1038.a,SRC-1038,docs/vanventure-cockpit-mvp.md,190,"- Die gemeinsame VanVenture-Sitzung bleibt HTTP-only, `Secure`, `SameSite=Strict` und unter `Path=/` für beide Bereiche gültig. Sie wird bei Abmeldung, Kontosperre oder Rollenänderung sofort ungültig.",traceability-matrix.csv#SRC-1038,ST-AUTH-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original candidate preserves the exact source block; independently worded sentence/semicolon successors separate the source obligations. Semantic target/AC completeness remains under preflight.,Compound original candidate / decomposed into successors,SRC-1038.a,"SRC-1038.a1,SRC-1038.a2","- Die gemeinsame VanVenture-Sitzung bleibt HTTP-only, `Secure`, `SameSite=Strict` und unter `Path=/` für beide Bereiche gültig. Sie wird bei Abmeldung, Kontosperre oder Rollenänderung sofort ungültig.",ST-AUTH-01#Acceptance-Criteria,"Full original wording retained in parent; successor text contains only exact source clauses, with no added requirements.",Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1039.a,SRC-1039,docs/vanventure-cockpit-mvp.md,193,"- Sitzungen werden dauerhaft oder kryptografisch signiert verwaltet, damit ein regulärer Neustart des Webcontainers nicht unnötig alle Anmeldungen beendet.",traceability-matrix.csv#SRC-1039,ST-AUTH-01,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1039.a,,"- Sitzungen werden dauerhaft oder kryptografisch signiert verwaltet, damit ein regulärer Neustart des Webcontainers nicht unnötig alle Anmeldungen beendet.",ST-AUTH-01#Acceptance-Criteria,Source reread; requirement expressed as a testable target acceptance criterion and linked verification task. Implementation remains unverified.,"A normal web-container restart does not unnecessarily end the user session; logout, account deactivation or role change still invalidates it according to existing auth rules. Linked verification task: TASK-0057 (task row shares SourceID).",,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Current original source reread and inventory text matched; Candidate → Story AC → Task trace checked.
SRC-1040.a,SRC-1040,docs/vanventure-cockpit-mvp.md,195,- Die Datenbankmigrationen sind additiv: Sie ändern keine Tabellen oder Daten der Redaktion und berühren keine veröffentlichten Reiseberichte.,traceability-matrix.csv#SRC-1040,ST-OPS-01,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1040.a,,- Die Datenbankmigrationen sind additiv: Sie ändern keine Tabellen oder Daten der Redaktion und berühren keine veröffentlichten Reiseberichte.,ST-OPS-01#Acceptance-Criteria,Source reread; requirement expressed as a testable target acceptance criterion and linked verification task. Implementation remains unverified.,Schema and data checks show Cockpit migrations are additive and do not change Redaktion tables/data or published travel reports. Linked verification task: TASK-0011 (task row shares SourceID).,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Current original source reread and inventory text matched; Candidate → Story AC → Task trace checked.
SRC-1041.a,SRC-1041,docs/vanventure-cockpit-mvp.md,197,"- Ein Release baut zuerst ein neues Web-Image. Der spätere, kurze Neustart des Webcontainers ist akzeptiert; PostgreSQL, öffentliche Dateien und Caddy laufen weiter.",traceability-matrix.csv#SRC-1041,ST-OPS-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original candidate preserves the exact source block; independently worded sentence/semicolon successors separate the source obligations. Semantic target/AC completeness remains under preflight.,Compound original candidate / decomposed into successors,SRC-1041.a,"SRC-1041.a1,SRC-1041.a2,SRC-1041.a3","- Ein Release baut zuerst ein neues Web-Image. Der spätere, kurze Neustart des Webcontainers ist akzeptiert; PostgreSQL, öffentliche Dateien und Caddy laufen weiter.",ST-OPS-01#Acceptance-Criteria,"Full original wording retained in parent; successor text contains only exact source clauses, with no added requirements.",Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
